8.363707221338501085e-02,5.828184527921988385e-03,9.733275269382116873e-03,2.662744603266052872e-03
7.025858756180553000e-02,5.885759029326805697e-03,1.973185276075761340e-03,3.727665987010958873e-03
8.839441881263522538e-02,6.325792718635056197e-03,1.857639176760223637e-02,1.181383374345011629e-03
7.068867405266462955e-02,8.451936806227258736e-03,1.977374258528288159e-02,9.378719394538815018e-04
7.877647380315236370e-02,1.142442606447028252e-03,1.766354267482238326e-03,1.877508454522916004e-03
8.021811750987685452e-02,4.056534870408022228e-03,1.123956354293663418e-02,1.928681147362356491e-03
6.572171851382603569e-02,1.421432190397231218e-02,3.059528058764442171e-02,8.919047446791427899e-03
8.363707221338501085e-02,5.828184527921988385e-03,9.733275269382116873e-03,2.662744603266052872e-03
1.459954811124223630e-02,5.724089092993551303e-05,7.836363476130465619e-03,6.407472051903797226e-03
5.191552882591100350e-03,4.947248430372997883e-04,8.930034986912955761e-03,3.854391237076466078e-03
1.413020733171294931e-02,2.608549172378489892e-03,1.013915449762494390e-02,3.610229662269694335e-03
5.304228557099033813e-03,4.658590794683466381e-03,1.161265874099990346e-02,7.873326144131408784e-04
3.731005041601045003e-03,1.761383986615444337e-03,1.521093495254294010e-03,7.360232979682395293e-04
1.955050030541037945e-02,8.337544627451750831e-03,2.106705678102775009e-02,6.273006257082675702e-03
7.025858756180553000e-02,5.885759029326805697e-03,1.973185276075761340e-03,3.727665987010958873e-03
1.459954811124223630e-02,5.724089092993551303e-05,7.836363476130465619e-03,6.407472051903797226e-03
1.950631757196821803e-02,4.374589115695208205e-04,1.663603246584038908e-02,2.536826172029513736e-03
4.625872152249643505e-04,2.551162250648420469e-03,1.783575054957931005e-02,2.779433248772460955e-03
9.161564847379618376e-03,4.715561762656871742e-03,3.746932936458662912e-03,5.584357820825883688e-03
1.071215051285391226e-02,1.818520783795540743e-03,9.284698697623824243e-03,5.635340467387807244e-03
4.879710624142042513e-03,8.279829791687790680e-03,2.867868366791943499e-02,1.259974578997610783e-02
8.839441881263522538e-02,6.325792718635056197e-03,1.857639176760223637e-02,1.181383374345011629e-03
5.191552882591100350e-03,4.947248430372997883e-04,8.930034986912955761e-03,3.854391237076466078e-03
1.950631757196821803e-02,4.374589115695208205e-04,1.663603246584038908e-02,2.536826172029513736e-03
1.942259363628389551e-02,2.112779085039971118e-03,1.220014280925183457e-03,2.432240939902498831e-04
1.055055520497747042e-02,5.150767425114854449e-03,2.072779365041255498e-02,3.055282369073175110e-03
8.969121593253913047e-03,2.254993228481733374e-03,7.475699751995639082e-03,3.106394678679821712e-03
2.487117319891573447e-02,7.838941665229540168e-03,1.224638241756678333e-02,1.008851242029123498e-02
7.068867405266462955e-02,8.451936806227258736e-03,1.977374258528288159e-02,9.378719394538815018e-04
1.413020733171294931e-02,2.608549172378489892e-03,1.013915449762494390e-02,3.610229662269694335e-03
4.625872152249643505e-04,2.551162250648420469e-03,1.783575054957931005e-02,2.779433248772460955e-03
1.942259363628389551e-02,2.112779085039971118e-03,1.220014280925183457e-03,2.432240939902498831e-04
8.703003530321839348e-03,7.248232595922655258e-03,2.197461727823505143e-02,2.812742401805232335e-03
1.025430680885972175e-02,4.358563631440381080e-03,8.706335887037539717e-03,2.863867146181510448e-03
5.344770261758411377e-03,5.714089970410050380e-03,1.103983689531296518e-02,9.847683520203088375e-03
7.877647380315236370e-02,1.142442606447028252e-03,1.766354267482238326e-03,1.877508454522916004e-03
5.304228557099033813e-03,4.658590794683466381e-03,1.161265874099990346e-02,7.873326144131408784e-04
9.161564847379618376e-03,4.715561762656871742e-03,3.746932936458662912e-03,5.584357820825883688e-03
1.055055520497747042e-02,5.150767425114854449e-03,2.072779365041255498e-02,3.055282369073175110e-03
8.703003530321839348e-03,7.248232595922655258e-03,2.197461727823505143e-02,2.812742401805232335e-03
1.564922807254095658e-03,2.910766879860007296e-03,1.298298525900197509e-02,5.126895072788651103e-05
1.417110496865098095e-02,1.305696246729187021e-02,3.230457353380603025e-02,7.054784409642452479e-03
8.021811750987685452e-02,4.056534870408022228e-03,1.123956354293663418e-02,1.928681147362356491e-03
3.731005041601045003e-03,1.761383986615444337e-03,1.521093495254294010e-03,7.360232979682395293e-04
1.071215051285391226e-02,1.818520783795540743e-03,9.284698697623824243e-03,5.635340467387807244e-03
8.969121593253913047e-03,2.254993228481733374e-03,7.475699751995639082e-03,3.106394678679821712e-03
1.025430680885972175e-02,4.358563631440381080e-03,8.706335887037539717e-03,2.863867146181510448e-03
1.564922807254095658e-03,2.910766879860007296e-03,1.298298525900197509e-02,5.126895072788651103e-05
1.576069204234024218e-02,1.011674809215333537e-02,1.957573981627278026e-02,7.003874540213271896e-03
6.572171851382603569e-02,1.421432190397231218e-02,3.059528058764442171e-02,8.919047446791427899e-03
1.955050030541037945e-02,8.337544627451750831e-03,2.106705678102775009e-02,6.273006257082675702e-03
4.879710624142042513e-03,8.279829791687790680e-03,2.867868366791943499e-02,1.259974578997610783e-02
2.487117319891573447e-02,7.838941665229540168e-03,1.224638241756678333e-02,1.008851242029123498e-02
5.344770261758411377e-03,5.714089970410050380e-03,1.103983689531296518e-02,9.847683520203088375e-03
1.417110496865098095e-02,1.305696246729187021e-02,3.230457353380603025e-02,7.054784409642452479e-03
1.576069204234024218e-02,1.011674809215333537e-02,1.957573981627278026e-02,7.003874540213271896e-03
3.509856956672922218e-02,1.822910978601955615e-03,2.232811735567514708e-02,3.748999017262390774e-04
6.591654522980984650e-04,6.798374942664308198e-04,4.714828461350293459e-02,4.810715538951100025e-03
1.175880384032446935e-01,3.520229488383606713e-03,2.101711564334637905e-02,2.412355900974439728e-03
1.860607299306239470e-01,2.047703295983225181e-04,2.509918511497064714e-02,9.333507953376448535e-03
1.339282633335014405e-01,5.896475402077918683e-03,1.749499296722113392e-02,5.182616241463528992e-03
7.420698856945170951e-03,5.646200554791079920e-03,1.967075892857142808e-02,6.739200633430873603e-03
9.608774244238053874e-03,2.340752389897269182e-03,2.188856867661448033e-02,1.266661801299053154e-02
2.551899325527752505e-02,7.353530058464204447e-03,2.945071703767123197e-02,2.235503120666781918e-02
