1.077340000000000000e+05,7.086000000000000000e+03,1.115300000000000000e+04,3.018000000000000000e+03
9.050100000000000000e+04,7.156000000000000000e+03,2.261000000000000000e+03,4.225000000000000000e+03
1.138620000000000000e+05,7.691000000000000000e+03,2.128600000000000000e+04,1.339000000000000000e+03
9.105500000000000000e+04,1.027600000000000000e+04,2.265800000000000000e+04,1.063000000000000000e+03
1.014730000000000000e+05,1.389000000000000000e+03,2.024000000000000000e+03,2.128000000000000000e+03
1.033300000000000000e+05,4.932000000000000000e+03,1.287900000000000000e+04,2.186000000000000000e+03
8.465700000000000000e+04,1.728200000000000000e+04,3.505800000000000000e+04,1.010900000000000000e+04
1.077340000000000000e+05,7.086000000000000000e+03,1.115300000000000000e+04,3.018000000000000000e+03
1.723300000000000000e+04,7.000000000000000000e+01,8.892000000000000000e+03,7.243000000000000000e+03
6.128000000000000000e+03,6.050000000000000000e+02,1.013300000000000000e+04,4.357000000000000000e+03
1.667900000000000000e+04,3.190000000000000000e+03,1.150500000000000000e+04,4.081000000000000000e+03
6.261000000000000000e+03,5.697000000000000000e+03,1.317700000000000000e+04,8.900000000000000000e+02
4.404000000000000000e+03,2.154000000000000000e+03,1.726000000000000000e+03,8.320000000000000000e+02
2.307700000000000000e+04,1.019600000000000000e+04,2.390500000000000000e+04,7.091000000000000000e+03
9.050100000000000000e+04,7.156000000000000000e+03,2.261000000000000000e+03,4.225000000000000000e+03
1.723300000000000000e+04,7.000000000000000000e+01,8.892000000000000000e+03,7.243000000000000000e+03
2.336100000000000000e+04,5.350000000000000000e+02,1.902500000000000000e+04,2.886000000000000000e+03
5.540000000000000000e+02,3.120000000000000000e+03,2.039700000000000000e+04,3.162000000000000000e+03
1.097200000000000000e+04,5.767000000000000000e+03,4.285000000000000000e+03,6.353000000000000000e+03
1.282900000000000000e+04,2.224000000000000000e+03,1.061800000000000000e+04,6.411000000000000000e+03
5.844000000000000000e+03,1.012600000000000000e+04,3.279700000000000000e+04,1.433400000000000000e+04
1.138620000000000000e+05,7.691000000000000000e+03,2.128600000000000000e+04,1.339000000000000000e+03
6.128000000000000000e+03,6.050000000000000000e+02,1.013300000000000000e+04,4.357000000000000000e+03
2.336100000000000000e+04,5.350000000000000000e+02,1.902500000000000000e+04,2.886000000000000000e+03
2.280700000000000000e+04,2.585000000000000000e+03,1.372000000000000000e+03,2.760000000000000000e+02
1.238900000000000000e+04,6.302000000000000000e+03,2.331000000000000000e+04,3.467000000000000000e+03
1.053200000000000000e+04,2.759000000000000000e+03,8.407000000000000000e+03,3.525000000000000000e+03
2.920500000000000000e+04,9.591000000000000000e+03,1.377200000000000000e+04,1.144800000000000000e+04
9.105500000000000000e+04,1.027600000000000000e+04,2.265800000000000000e+04,1.063000000000000000e+03
1.667900000000000000e+04,3.190000000000000000e+03,1.150500000000000000e+04,4.081000000000000000e+03
5.540000000000000000e+02,3.120000000000000000e+03,2.039700000000000000e+04,3.162000000000000000e+03
2.280700000000000000e+04,2.585000000000000000e+03,1.372000000000000000e+03,2.760000000000000000e+02
1.041800000000000000e+04,8.887000000000000000e+03,2.468200000000000000e+04,3.191000000000000000e+03
1.227500000000000000e+04,5.344000000000000000e+03,9.779000000000000000e+03,3.249000000000000000e+03
6.398000000000000000e+03,7.006000000000000000e+03,1.240000000000000000e+04,1.117200000000000000e+04
1.014730000000000000e+05,1.389000000000000000e+03,2.024000000000000000e+03,2.128000000000000000e+03
6.261000000000000000e+03,5.697000000000000000e+03,1.317700000000000000e+04,8.900000000000000000e+02
1.097200000000000000e+04,5.767000000000000000e+03,4.285000000000000000e+03,6.353000000000000000e+03
1.238900000000000000e+04,6.302000000000000000e+03,2.331000000000000000e+04,3.467000000000000000e+03
1.041800000000000000e+04,8.887000000000000000e+03,2.468200000000000000e+04,3.191000000000000000e+03
1.857000000000000000e+03,3.543000000000000000e+03,1.490300000000000000e+04,5.800000000000000000e+01
1.681600000000000000e+04,1.589300000000000000e+04,3.708200000000000000e+04,7.981000000000000000e+03
1.033300000000000000e+05,4.932000000000000000e+03,1.287900000000000000e+04,2.186000000000000000e+03
4.404000000000000000e+03,2.154000000000000000e+03,1.726000000000000000e+03,8.320000000000000000e+02
1.282900000000000000e+04,2.224000000000000000e+03,1.061800000000000000e+04,6.411000000000000000e+03
1.053200000000000000e+04,2.759000000000000000e+03,8.407000000000000000e+03,3.525000000000000000e+03
1.227500000000000000e+04,5.344000000000000000e+03,9.779000000000000000e+03,3.249000000000000000e+03
1.857000000000000000e+03,3.543000000000000000e+03,1.490300000000000000e+04,5.800000000000000000e+01
1.867300000000000000e+04,1.235000000000000000e+04,2.217900000000000000e+04,7.923000000000000000e+03
8.465700000000000000e+04,1.728200000000000000e+04,3.505800000000000000e+04,1.010900000000000000e+04
2.307700000000000000e+04,1.019600000000000000e+04,2.390500000000000000e+04,7.091000000000000000e+03
5.844000000000000000e+03,1.012600000000000000e+04,3.279700000000000000e+04,1.433400000000000000e+04
2.920500000000000000e+04,9.591000000000000000e+03,1.377200000000000000e+04,1.144800000000000000e+04
6.398000000000000000e+03,7.006000000000000000e+03,1.240000000000000000e+04,1.117200000000000000e+04
1.681600000000000000e+04,1.589300000000000000e+04,3.708200000000000000e+04,7.981000000000000000e+03
1.867300000000000000e+04,1.235000000000000000e+04,2.217900000000000000e+04,7.923000000000000000e+03
3.966900000000000000e+04,2.003000000000000000e+03,2.336700000000000000e+04,3.750000000000000000e+02
7.450000000000000000e+02,7.470000000000000000e+02,4.934200000000000000e+04,4.812000000000000000e+03
1.329000000000000000e+05,3.868000000000000000e+03,2.199500000000000000e+04,2.413000000000000000e+03
2.102890000000000000e+05,2.250000000000000000e+02,2.626700000000000000e+04,9.336000000000000000e+03
1.513680000000000000e+05,6.479000000000000000e+03,1.830900000000000000e+04,5.184000000000000000e+03
8.387000000000000000e+03,6.204000000000000000e+03,2.058600000000000000e+04,6.741000000000000000e+03
1.086000000000000000e+04,2.572000000000000000e+03,2.290700000000000000e+04,1.267000000000000000e+04
2.884200000000000000e+04,8.080000000000000000e+03,3.082100000000000000e+04,2.236100000000000000e+04
3.966900000000000000e+04,2.003000000000000000e+03,2.336700000000000000e+04,3.750000000000000000e+02
4.041400000000000000e+04,1.256000000000000000e+03,2.597500000000000000e+04,5.187000000000000000e+03
